datetime,dogecoin_polarity,dogecoin_subjectivity,dogecoin_polarity_zeros,dogecoin_subjectivity_zeros,bitcoin_polarity,bitcoin_subjectivity,bitcoin_polarity_zeros,bitcoin_subjectivity_zeros,ethereum_polarity,ethereum_subjectivity,ethereum_polarity_zeros,ethereum_subjectivity_zeros,shared_polarity,shared_subjectivity,shared_polarity_zeros,shared_subjectivity_zeros
2021-01-25,0.20363777700545427,0.5436211988069363,0.20363777700545427,0.5436211988069363,,,,,,,,,,,,
2021-01-26,0.24412398828524384,0.5434650574831654,0.24412398828524384,0.5434650574831654,,,,,,,,,,,,
2021-01-27,0.16291745322463685,0.5429384560684158,0.16291745322463685,0.5429384560684158,,,,,,,,,,,,
2021-01-28,0.15642766703203098,0.5508978817059837,0.15642766703203098,0.5508978817059837,,,,,,,,,,,,
2021-01-29,0.1174158899560646,0.5423693906763095,0.1174158899560646,0.5423693906763095,,,,,,,,,,,,
2021-01-30,0.13753268241486308,0.49471748841231816,0.13753268241486308,0.49471748841231816,,,,,,,,,,,,
2021-01-31,0.1676607906298489,0.5288418503600104,0.1676607906298489,0.5288418503600104,0.18670676949545018,0.5111022900659389,0.18670676949545018,0.5111022900659389,0.11414868272259852,0.5494630415788655,0.11414868272259852,0.5494630415788655,0.24972692422142537,0.4883371659932027,0.24972692422142537,0.4883371659932027
2021-02-01,0.19107332057045737,0.5216380986953174,0.19107332057045737,0.5216380986953174,0.180554632981839,0.4985535550840239,0.180554632981839,0.4985535550840239,0.10883673710855052,0.525597496432981,0.10883673710855052,0.525597496432981,0.3025250679752411,0.5352819243463318,0.3025250679752411,0.5352819243463318
2021-02-02,0.20030763266371374,0.5203464164547111,0.20030763266371374,0.5203464164547111,0.19218251438596545,0.504607051370868,0.19218251438596545,0.504607051370868,0.12682202812882162,0.5267708507556791,0.12682202812882162,0.5267708507556791,0.2530783773761622,0.508626450549512,0.2530783773761622,0.508626450549512
2021-02-03,0.19772967089105256,0.5280968682094609,0.19772967089105256,0.5280968682094609,0.19820745894686442,0.4958870083375275,0.19820745894686442,0.4958870083375275,0.13428240325637095,0.5257305413735499,0.13428240325637095,0.5257305413735499,0.22106459400387962,0.5079341986767691,0.22106459400387962,0.5079341986767691
2021-02-04,0.19184988668403355,0.527283049931665,0.19184988668403355,0.527283049931665,0.20124007982219358,0.5091611804133832,0.20124007982219358,0.5091611804133832,0.11874708066991797,0.5395501755809176,0.11874708066991797,0.5395501755809176,0.23112587630972228,0.5075304621012153,0.23112587630972228,0.5075304621012153
2021-02-05,0.15629476336594816,0.5514503945414294,0.15629476336594816,0.5514503945414294,0.1672104077818744,0.508804676517015,0.1672104077818744,0.508804676517015,0.11207300337354927,0.544332217821176,0.11207300337354927,0.544332217821176,0.22943306587987972,0.5098516028765374,0.22943306587987972,0.5098516028765374
2021-02-06,0.2220446572282412,0.5445080772613295,0.2220446572282412,0.5445080772613295,0.18946613239209528,0.5012701174271763,0.18946613239209528,0.5012701174271763,0.09176435887255399,0.5362223147466582,0.09176435887255399,0.5362223147466582,0.24779471481786508,0.5122327198214945,0.24779471481786508,0.5122327198214945
2021-02-07,0.191831010201682,0.5210455688710727,0.191831010201682,0.5210455688710727,0.18850543226600083,0.4968083563250854,0.18850543226600083,0.4968083563250854,0.09795924688566096,0.5297259534351448,0.09795924688566096,0.5297259534351448,0.2329966675343607,0.5224560203927222,0.2329966675343607,0.5224560203927222
2021-02-08,0.17854520527183024,0.5063912528033861,0.17854520527183024,0.5063912528033861,0.16478019965544705,0.48981071745480814,0.16478019965544705,0.48981071745480814,0.09928970294717705,0.537066012291873,0.09928970294717705,0.537066012291873,0.22623273043474734,0.5117829276213124,0.22623273043474734,0.5117829276213124
2021-02-09,0.20428631922179888,0.5018444313864882,0.20428631922179888,0.5018444313864882,0.17624809120131021,0.48252152056450576,0.17624809120131021,0.48252152056450576,0.11984604437485645,0.5316980922959534,0.11984604437485645,0.5316980922959534,0.23962226494367114,0.5023531903175027,0.23962226494367114,0.5023531903175027
2021-02-10,0.23409569241873338,0.5321247266096327,0.23409569241873338,0.5321247266096327,0.17602103425301976,0.4920440017037249,0.17602103425301976,0.4920440017037249,0.18575416897571967,0.5469029613576424,0.18575416897571967,0.5469029613576424,0.26887353297703726,0.5125175205833051,0.26887353297703726,0.5125175205833051
2021-02-11,0.2220950248052778,0.5260368378546965,0.2220950248052778,0.5260368378546965,0.17833770469087373,0.49206104905998743,0.17833770469087373,0.49206104905998743,0.13283849115051183,0.5459057243518514,0.13283849115051183,0.5459057243518514,0.25723322847049496,0.5120540705452215,0.25723322847049496,0.5120540705452215
2021-02-12,0.20168954271145156,0.5218643141223887,0.20168954271145156,0.5218643141223887,0.18644433825248602,0.49338071854243065,0.18644433825248602,0.49338071854243065,0.12588364747435554,0.5438312378704847,0.12588364747435554,0.5438312378704847,0.21524228610470966,0.5189244935893683,0.21524228610470966,0.5189244935893683
2021-02-13,0.21732002607180775,0.5292617811909115,0.21732002607180775,0.5292617811909115,0.19661677248579898,0.5006939517859876,0.19661677248579898,0.5006939517859876,0.3342699248249406,0.5843814620036716,0.3342699248249406,0.5843814620036716,0.2135288505335041,0.5194972523012376,0.2135288505335041,0.5194972523012376
2021-02-14,0.22649515713998522,0.5228988306214057,0.22649515713998522,0.5228988306214057,0.2021659077477129,0.5004959873239595,0.2021659077477129,0.5004959873239595,0.20324486352025714,0.5496732697622533,0.20324486352025714,0.5496732697622533,0.2579767166267428,0.49404694741127364,0.2579767166267428,0.49404694741127364
2021-02-15,0.20482099476499926,0.5089812431988634,0.20482099476499926,0.5089812431988634,0.18755875399286082,0.4968670889013749,0.18755875399286082,0.4968670889013749,0.13080124850259217,0.5481961630847099,0.13080124850259217,0.5481961630847099,0.251655508194416,0.4854414835705139,0.251655508194416,0.4854414835705139
2021-02-16,0.2091164774034669,0.523088590383585,0.2091164774034669,0.523088590383585,0.19503730292733248,0.49679872016058074,0.19503730292733248,0.49679872016058074,0.12649599857778746,0.5468619303784833,0.12649599857778746,0.5468619303784833,0.2392213597627991,0.4833248447204614,0.2392213597627991,0.4833248447204614
2021-02-17,0.1956291684598473,0.5186210959576346,0.1956291684598473,0.5186210959576346,0.18608806283838275,0.4977401826336285,0.18608806283838275,0.4977401826336285,0.1219364582702589,0.5508901158199001,0.1219364582702589,0.5508901158199001,0.24352981357788375,0.4866096393697854,0.24352981357788375,0.4866096393697854
2021-02-18,0.20461979374043415,0.5307536400768051,0.20461979374043415,0.5307536400768051,0.19747487589986581,0.5015230544450416,0.19747487589986581,0.5015230544450416,0.11693852339173189,0.5412462030914104,0.11693852339173189,0.5412462030914104,0.21643559110026248,0.49090475042055626,0.21643559110026248,0.49090475042055626
2021-02-19,0.21459934936034905,0.5291534256375411,0.21459934936034905,0.5291534256375411,0.18038051307587477,0.5072474721857144,0.18038051307587477,0.5072474721857144,0.08719877454020998,0.5386732114392652,0.08719877454020998,0.5386732114392652,0.22895085910198554,0.4929449177919736,0.22895085910198554,0.4929449177919736
2021-02-20,0.20629083009870033,0.5302642625374109,0.20629083009870033,0.5302642625374109,0.1948932444646363,0.5032514098237479,0.1948932444646363,0.5032514098237479,0.1316072205598985,0.5457123231111948,0.1316072205598985,0.5457123231111948,0.21454235109562594,0.5078263433998866,0.21454235109562594,0.5078263433998866
2021-02-21,0.21033232628748144,0.5356316115524805,0.21033232628748144,0.5356316115524805,0.1905564209296385,0.5025949626449516,0.1905564209296385,0.5025949626449516,0.10944588756679946,0.5423724858888672,0.10944588756679946,0.5423724858888672,0.23081341157759108,0.5074163546647581,0.23081341157759108,0.5074163546647581
2021-02-22,0.22108412317533857,0.5322266488177155,0.22108412317533857,0.5322266488177155,0.18478996152433422,0.5042547011348896,0.18478996152433422,0.5042547011348896,0.10090539307911989,0.5512984888158499,0.10090539307911989,0.5512984888158499,0.21780651994160272,0.5129941987313519,0.21780651994160272,0.5129941987313519
2021-02-23,0.21372360034169383,0.5324278739266838,0.21372360034169383,0.5324278739266838,0.16433460093245414,0.49480750252846656,0.16433460093245414,0.49480750252846656,0.1078777650782388,0.5291236445552582,0.1078777650782388,0.5291236445552582,0.20520628487378653,0.5173864225371755,0.20520628487378653,0.5173864225371755
2021-02-24,0.22094756822906583,0.5394167784070438,0.22094756822906583,0.5394167784070438,0.17993761970818342,0.4757395677981377,0.17993761970818342,0.4757395677981377,0.13889172692856747,0.5274729159825846,0.13889172692856747,0.5274729159825846,0.2756383711620774,0.5744803045812782,0.2756383711620774,0.5744803045812782
2021-02-25,0.22231016705465517,0.5376555323185509,0.22231016705465517,0.5376555323185509,0.21301163982113264,0.492280854412178,0.21301163982113264,0.492280854412178,0.11121893246926441,0.5239460604496323,0.11121893246926441,0.5239460604496323,0.2557519234846826,0.5419475807349318,0.2557519234846826,0.5419475807349318
2021-02-26,0.22567532711010296,0.5404748042398076,0.22567532711010296,0.5404748042398076,0.18250239565668633,0.49625068717781406,0.18250239565668633,0.49625068717781406,0.11693570237327104,0.5221765006899969,0.11693570237327104,0.5221765006899969,0.23768089450413762,0.5184292496429359,0.23768089450413762,0.5184292496429359
2021-02-27,0.2829820804672519,0.5472427395940138,0.2829820804672519,0.5472427395940138,0.19968402597421953,0.4923708651076336,0.19968402597421953,0.4923708651076336,0.13516814909968955,0.5288535725178763,0.13516814909968955,0.5288535725178763,0.2548123889726067,0.5447573269673435,0.2548123889726067,0.5447573269673435
2021-02-28,0.2670880619748212,0.5374772918120814,0.2670880619748212,0.5374772918120814,0.18716187697145678,0.4948024061572525,0.18716187697145678,0.4948024061572525,0.10741485225845412,0.5273069599194539,0.10741485225845412,0.5273069599194539,0.22674563798638575,0.5279686586437297,0.22674563798638575,0.5279686586437297
2021-03-01,0.25883034854868847,0.5506317616060038,0.25883034854868847,0.5506317616060038,0.20526010054898386,0.5033025653519456,0.20526010054898386,0.5033025653519456,0.10064781094703854,0.5286701731895772,0.10064781094703854,0.5286701731895772,0.26058295775662116,0.4983040179261869,0.26058295775662116,0.4983040179261869
2021-03-02,0.23363082100724128,0.5356982602202451,0.23363082100724128,0.5356982602202451,0.20781464296249558,0.5048484478009586,0.20781464296249558,0.5048484478009586,0.1111627088892716,0.528985925168557,0.1111627088892716,0.528985925168557,0.27119955480066055,0.4949717792893315,0.27119955480066055,0.4949717792893315
2021-03-03,0.24467399054615072,0.5435528117756783,0.24467399054615072,0.5435528117756783,0.20125409534648592,0.5009688034911648,0.20125409534648592,0.5009688034911648,0.12223624923341653,0.5331616101943847,0.12223624923341653,0.5331616101943847,0.26039996279699335,0.5064450363329284,0.26039996279699335,0.5064450363329284
2021-03-04,0.2632445976687078,0.5543136142124858,0.2632445976687078,0.5543136142124858,0.20125575357650816,0.507041199317639,0.20125575357650816,0.507041199317639,0.10141478424563509,0.5335697381639203,0.10141478424563509,0.5335697381639203,0.27821412486918995,0.5573497703437656,0.27821412486918995,0.5573497703437656
2021-03-05,0.23742133970351764,0.5460377365263339,0.23742133970351764,0.5460377365263339,0.19533699401746582,0.5031039564348464,0.19533699401746582,0.5031039564348464,0.09614649960535172,0.5275236387168293,0.09614649960535172,0.5275236387168293,0.25750179816437063,0.5129333384234928,0.25750179816437063,0.5129333384234928
2021-03-06,0.2862979160076425,0.5832872348809134,0.2862979160076425,0.5832872348809134,0.22454829478350258,0.5219876749753569,0.22454829478350258,0.5219876749753569,0.11060822699117749,0.5219952613810348,0.11060822699117749,0.5219952613810348,0.2661461013260138,0.491313522776226,0.2661461013260138,0.491313522776226
2021-03-07,0.27575825664718534,0.5645046304724941,0.27575825664718534,0.5645046304724941,0.22444805509911597,0.5063385299062695,0.22444805509911597,0.5063385299062695,0.06852990544331362,0.5466456094299352,0.06852990544331362,0.5466456094299352,0.2540376887070688,0.47156486322381463,0.2540376887070688,0.47156486322381463
2021-03-08,0.30470692187356774,0.6014151155539477,0.30470692187356774,0.6014151155539477,0.23782672214251788,0.5125648474918536,0.23782672214251788,0.5125648474918536,0.12426385338160933,0.5402622970705815,0.12426385338160933,0.5402622970705815,0.28597496261975364,0.475390464343598,0.28597496261975364,0.475390464343598
2021-03-09,0.3017057743354697,0.5943501722193615,0.3017057743354697,0.5943501722193615,0.20516208539794673,0.511052976028705,0.20516208539794673,0.511052976028705,0.09035414515117787,0.5466054997980201,0.09035414515117787,0.5466054997980201,0.29203359600507117,0.5046386801011102,0.29203359600507117,0.5046386801011102
2021-03-10,0.28959598924879326,0.5669906977033345,0.28959598924879326,0.5669906977033345,0.21545389130707088,0.501554941091639,0.21545389130707088,0.501554941091639,0.08805953713626269,0.5372488059584474,0.08805953713626269,0.5372488059584474,0.292820576246305,0.48967159382305003,0.292820576246305,0.48967159382305003
2021-03-11,0.26395714984624175,0.5425662186119973,0.26395714984624175,0.5425662186119973,0.26349594315216657,0.524586489842183,0.26349594315216657,0.524586489842183,0.1467261072779524,0.543234080581821,0.1467261072779524,0.543234080581821,0.2724882562146403,0.4939318980487274,0.2724882562146403,0.4939318980487274
2021-03-12,0.25083314902405207,0.5500501259574649,0.25083314902405207,0.5500501259574649,0.2230018725812436,0.5039008581649677,0.2230018725812436,0.5039008581649677,0.15201558118386196,0.5105117741958327,0.15201558118386196,0.5105117741958327,0.2681456632932238,0.5161758877677358,0.2681456632932238,0.5161758877677358
2021-03-13,0.22789750431529124,0.5235359802821564,0.22789750431529124,0.5235359802821564,0.20574775947313786,0.5057540772971718,0.20574775947313786,0.5057540772971718,0.10056664653953992,0.5254643889524421,0.10056664653953992,0.5254643889524421,0.23224901628250644,0.48192688893290286,0.23224901628250644,0.48192688893290286
2021-03-14,0.2594872460753502,0.5475815724753771,0.2594872460753502,0.5475815724753771,0.21100536095487726,0.4964409090360364,0.21100536095487726,0.4964409090360364,0.10373203459297975,0.5364914128891738,0.10373203459297975,0.5364914128891738,0.24294992445059568,0.49586714859585823,0.24294992445059568,0.49586714859585823
2021-03-15,0.25017910179409797,0.5594403599435803,0.25017910179409797,0.5594403599435803,0.1867591141106883,0.48566345751093604,0.1867591141106883,0.48566345751093604,0.317594825638507,0.49738671626606396,0.317594825638507,0.49738671626606396,0.2489337505037038,0.4893336471753552,0.2489337505037038,0.4893336471753552
2021-03-16,0.28366891433435343,0.5393966064118177,0.28366891433435343,0.5393966064118177,0.20456921154865623,0.4869957134134015,0.20456921154865623,0.4869957134134015,0.10623945822251608,0.535904126540245,0.10623945822251608,0.535904126540245,0.25325073946235793,0.4805296080953483,0.25325073946235793,0.4805296080953483
2021-03-17,0.27421586414966653,0.5443685514609723,0.27421586414966653,0.5443685514609723,0.20541610395890048,0.4908745659483164,0.20541610395890048,0.4908745659483164,0.10653851867941781,0.5321970638891907,0.10653851867941781,0.5321970638891907,0.272481917556708,0.5122858557158555,0.272481917556708,0.5122858557158555
2021-03-18,0.24154923931284583,0.5476089002987112,0.24154923931284583,0.5476089002987112,0.17973441826789524,0.4586224417233339,0.17973441826789524,0.4586224417233339,0.10160249389369655,0.5514894955333216,0.10160249389369655,0.5514894955333216,0.2867080070247963,0.4735669589114748,0.2867080070247963,0.4735669589114748
2021-03-19,0.24965957491263405,0.5540353184910739,0.24965957491263405,0.5540353184910739,0.2513970098653578,0.4698836262582197,0.2513970098653578,0.4698836262582197,0.13366336171524498,0.524933935327523,0.13366336171524498,0.524933935327523,0.2980034566941808,0.4687179628248807,0.2980034566941808,0.4687179628248807
2021-03-20,0.24285539005584106,0.5419285410132795,0.24285539005584106,0.5419285410132795,0.28495865025214134,0.48304268127066396,0.28495865025214134,0.48304268127066396,0.1060451989165685,0.52431031159531,0.1060451989165685,0.52431031159531,0.29575034566860897,0.4631724764505097,0.29575034566860897,0.4631724764505097
2021-03-21,0.23964635877740936,0.5454461063126592,0.23964635877740936,0.5454461063126592,0.26357753223773706,0.49846168042471,0.26357753223773706,0.49846168042471,0.2665262177568737,0.5699880248382158,0.2665262177568737,0.5699880248382158,0.30637956417661316,0.49422800637533665,0.30637956417661316,0.49422800637533665
2021-03-22,0.22390384097970595,0.5361268765710752,0.22390384097970595,0.5361268765710752,0.21553723370663191,0.4828813799947724,0.21553723370663191,0.4828813799947724,0.15065494795272005,0.5553912783325482,0.15065494795272005,0.5553912783325482,0.30557591934397255,0.48757818546033277,0.30557591934397255,0.48757818546033277
2021-03-23,0.24615947085465126,0.5495570081808728,0.24615947085465126,0.5495570081808728,0.21030553400901134,0.4850886337498305,0.21030553400901134,0.4850886337498305,0.10256781535773189,0.5489053856635955,0.10256781535773189,0.5489053856635955,0.31002231376783396,0.4713148597405645,0.31002231376783396,0.4713148597405645
2021-03-24,0.24418408383285073,0.540585365650621,0.24418408383285073,0.540585365650621,0.26011184305163476,0.5382918534385155,0.26011184305163476,0.5382918534385155,0.10795368956429853,0.5467795477534486,0.10795368956429853,0.5467795477534486,0.2765377214382537,0.47470165121659047,0.2765377214382537,0.47470165121659047
2021-03-25,0.23189350816284057,0.5357650673251224,0.23189350816284057,0.5357650673251224,0.22980216775504453,0.5012747566011664,0.22980216775504453,0.5012747566011664,0.10064147015626748,0.5275707809974883,0.10064147015626748,0.5275707809974883,0.30737881373787657,0.5310301513699723,0.30737881373787657,0.5310301513699723
2021-03-26,0.25160358294627266,0.5431514332430178,0.25160358294627266,0.5431514332430178,0.26301998395942044,0.5327598290240622,0.26301998395942044,0.5327598290240622,0.10826570891166074,0.5402765039020405,0.10826570891166074,0.5402765039020405,0.28368693878512985,0.5085470243389829,0.28368693878512985,0.5085470243389829
2021-03-27,0.24962014164296742,0.5447372648242234,0.24962014164296742,0.5447372648242234,0.30443247546465985,0.5656096317585434,0.30443247546465985,0.5656096317585434,0.2849614735826953,0.57318190023757,0.2849614735826953,0.57318190023757,0.3266400990638169,0.5134949669275144,0.3266400990638169,0.5134949669275144
2021-03-28,0.272028207659872,0.5548189074970135,0.272028207659872,0.5548189074970135,0.27591571537838494,0.5420838194734444,0.27591571537838494,0.5420838194734444,0.10447855953960325,0.4909496270200924,0.10447855953960325,0.4909496270200924,0.2015388835543765,0.4888528069391959,0.2015388835543765,0.4888528069391959
2021-03-29,0.24822547110125306,0.5507484168514419,0.24822547110125306,0.5507484168514419,0.30395820620726055,0.5052953844090992,0.30395820620726055,0.5052953844090992,0.10865081935974559,0.47575031963571085,0.10865081935974559,0.47575031963571085,0.26456598662865527,0.5012659799056316,0.26456598662865527,0.5012659799056316
2021-03-31,0.23591269277913113,0.5583302994499107,0.23591269277913113,0.5583302994499107,0.3713987631882283,0.6386905683067811,0.3713987631882283,0.6386905683067811,0.1278789568197304,0.5236545490546682,0.1278789568197304,0.5236545490546682,0.3506856277653599,0.702207170908687,0.3506856277653599,0.702207170908687
2021-04-01,0.263664803921183,0.5709178913989368,0.263664803921183,0.5709178913989368,0.3185436295348859,0.577429426474331,0.3185436295348859,0.577429426474331,0.11999646047983652,0.5231962489958683,0.11999646047983652,0.5231962489958683,0.3227534570178388,0.6541190689260712,0.3227534570178388,0.6541190689260712
2021-04-02,0.25693909944162074,0.5565405837637695,0.25693909944162074,0.5565405837637695,0.2602604831322226,0.5280758074111305,0.2602604831322226,0.5280758074111305,0.17012800152191154,0.5315669849802499,0.17012800152191154,0.5315669849802499,0.2876860541651633,0.5788342111293666,0.2876860541651633,0.5788342111293666
2021-04-03,0.25866727305115994,0.5529652345760355,0.25866727305115994,0.5529652345760355,0.25175643692457234,0.5134275206512797,0.25175643692457234,0.5134275206512797,0.1695509405169424,0.5464151655738785,0.1695509405169424,0.5464151655738785,0.2860043542546758,0.57817133213911,0.2860043542546758,0.57817133213911
2021-04-04,0.29693604542871954,0.5602983408449933,0.29693604542871954,0.5602983408449933,0.2694983390823911,0.5145688688274921,0.2694983390823911,0.5145688688274921,0.10865567262957089,0.550357440785369,0.10865567262957089,0.550357440785369,0.30462713042916956,0.5745647746355879,0.30462713042916956,0.5745647746355879
2021-04-05,0.25402216731954996,0.5454913386235273,0.25402216731954996,0.5454913386235273,0.24530644496024737,0.5132030172731644,0.24530644496024737,0.5132030172731644,0.1013801660138854,0.5354205623921872,0.1013801660138854,0.5354205623921872,0.29197977777579365,0.5731061640818239,0.29197977777579365,0.5731061640818239
2021-04-06,0.271469906550584,0.5579060068254713,0.271469906550584,0.5579060068254713,0.21677952524442143,0.48625903472533505,0.21677952524442143,0.48625903472533505,0.09964174278989192,0.530019115043239,0.09964174278989192,0.530019115043239,0.262830891624927,0.5145305040295938,0.262830891624927,0.5145305040295938
2021-04-07,0.24860507310343985,0.5470884000765809,0.24860507310343985,0.5470884000765809,0.20511535193218794,0.481319646193937,0.20511535193218794,0.481319646193937,0.11207286026651245,0.5217658361248162,0.11207286026651245,0.5217658361248162,0.34827402589195855,0.5503473309943058,0.34827402589195855,0.5503473309943058
2021-04-08,0.24514197026173842,0.5379866135676571,0.24514197026173842,0.5379866135676571,0.21393527679786428,0.4799145941710014,0.21393527679786428,0.4799145941710014,0.08493379336538875,0.5445861970949764,0.08493379336538875,0.5445861970949764,0.3326117816604192,0.5398842905177499,0.3326117816604192,0.5398842905177499
2021-04-09,0.25073165738106307,0.5449800101853303,0.25073165738106307,0.5449800101853303,0.21142515400061132,0.48567000378488207,0.21142515400061132,0.48567000378488207,0.09554866996847874,0.5310354822379144,0.09554866996847874,0.5310354822379144,0.2899210843126804,0.523776220297322,0.2899210843126804,0.523776220297322
2021-04-10,0.24762785719820724,0.549414234292077,0.24762785719820724,0.549414234292077,0.22722249791135415,0.48972251342247414,0.22722249791135415,0.48972251342247414,0.09959836605009205,0.5358103251868263,0.09959836605009205,0.5358103251868263,0.28199378955692184,0.5225718465756077,0.28199378955692184,0.5225718465756077
2021-04-11,0.23892599872690676,0.5581147578124805,0.23892599872690676,0.5581147578124805,0.22919080137830425,0.4901611118937553,0.22919080137830425,0.4901611118937553,0.1458852181844604,0.5292284361809514,0.1458852181844604,0.5292284361809514,0.2663389322156628,0.510469486742594,0.2663389322156628,0.510469486742594
2021-04-12,0.24066275623264513,0.545628578156992,0.24066275623264513,0.545628578156992,0.20933261371935624,0.4920224822387876,0.20933261371935624,0.4920224822387876,0.10179796593114622,0.525297184447064,0.10179796593114622,0.525297184447064,0.2681052612179915,0.5031199545556296,0.2681052612179915,0.5031199545556296
2021-04-13,0.21792963287030603,0.5656301396533308,0.21792963287030603,0.5656301396533308,0.20199604291715922,0.4935907762399404,0.20199604291715922,0.4935907762399404,0.09850289067099086,0.5313114119685134,0.09850289067099086,0.5313114119685134,0.2620045296804423,0.5092230386626978,0.2620045296804423,0.5092230386626978
2021-04-14,0.21745206723807325,0.5662991703565506,0.21745206723807325,0.5662991703565506,0.20269223544228349,0.4927942617993369,0.20269223544228349,0.4927942617993369,0.09975746499129015,0.5322589743275961,0.09975746499129015,0.5322589743275961,0.2717226071598656,0.5110327081975724,0.2717226071598656,0.5110327081975724
2021-04-15,0.23188389625029257,0.5699820926822737,0.23188389625029257,0.5699820926822737,0.20911747870454772,0.49114134091517775,0.20911747870454772,0.49114134091517775,0.10779916630333007,0.5309339946184677,0.10779916630333007,0.5309339946184677,0.27593933020186934,0.5108269637583537,0.27593933020186934,0.5108269637583537
2021-04-16,0.17122900616710862,0.5261784949511528,0.17122900616710862,0.5261784949511528,0.1972671072229881,0.49335060661165003,0.1972671072229881,0.49335060661165003,0.11990529388782832,0.5221232991545882,0.11990529388782832,0.5221232991545882,0.2547885213404592,0.5050113942573177,0.2547885213404592,0.5050113942573177
2021-04-17,0.18594459477771605,0.46469298220584193,0.18594459477771605,0.46469298220584193,0.21326358915939592,0.48636660721466457,0.21326358915939592,0.48636660721466457,0.14458991215307157,0.5249729483454885,0.14458991215307157,0.5249729483454885,0.27201978243634484,0.513296426125128,0.27201978243634484,0.513296426125128
2021-04-18,0.18948872871322014,0.4981578826739845,0.18948872871322014,0.4981578826739845,0.20209101201941063,0.5099448016128306,0.20209101201941063,0.5099448016128306,0.12673518637430486,0.5291010679148842,0.12673518637430486,0.5291010679148842,0.22469207841415081,0.5216562764476216,0.22469207841415081,0.5216562764476216
2021-04-19,0.18500144119009548,0.4945435679256271,0.18500144119009548,0.4945435679256271,0.19365195854113465,0.4735942244064392,0.19365195854113465,0.4735942244064392,0.08998068825478742,0.512872513839459,0.08998068825478742,0.512872513839459,0.2647434670617262,0.5300905975537542,0.2647434670617262,0.5300905975537542
2021-04-20,0.22312634679958998,0.5257283543806517,0.22312634679958998,0.5257283543806517,0.20620334004800778,0.49219074909087474,0.20620334004800778,0.49219074909087474,0.0973146459752244,0.5383663515437201,0.0973146459752244,0.5383663515437201,0.2652185711855612,0.5210604946850775,0.2652185711855612,0.5210604946850775
2021-04-21,0.19004875703756272,0.4521359760110821,0.19004875703756272,0.4521359760110821,0.20492716611982972,0.4880219682959157,0.20492716611982972,0.4880219682959157,0.11179245673578955,0.5239117672508712,0.11179245673578955,0.5239117672508712,0.25674635462978207,0.5127069398341191,0.25674635462978207,0.5127069398341191
2021-04-22,0.18953857410819747,0.474868390687724,0.18953857410819747,0.474868390687724,0.21322238173843952,0.4941502498678714,0.21322238173843952,0.4941502498678714,0.1381499434292662,0.5177914240708954,0.1381499434292662,0.5177914240708954,0.22994202931440028,0.5177290649430423,0.22994202931440028,0.5177290649430423
2021-04-23,0.18715575135351412,0.4829488208177964,0.18715575135351412,0.4829488208177964,0.18091320293350663,0.4952457706663507,0.18091320293350663,0.4952457706663507,0.15751768376399825,0.5312572998435461,0.15751768376399825,0.5312572998435461,0.26136585834082465,0.5357236918690585,0.26136585834082465,0.5357236918690585
2021-04-24,0.20476304965312378,0.44253841775844704,0.20476304965312378,0.44253841775844704,0.20367573278852075,0.4805524822119727,0.20367573278852075,0.4805524822119727,0.13845566107584806,0.5318265556084008,0.13845566107584806,0.5318265556084008,0.27697730928184405,0.5162853946741272,0.27697730928184405,0.5162853946741272
2021-04-25,0.22549664938571987,0.4904758824847933,0.22549664938571987,0.4904758824847933,0.20741909941036465,0.48504719681860403,0.20741909941036465,0.48504719681860403,0.15066264847748284,0.5263521843744404,0.15066264847748284,0.5263521843744404,0.2778345687585039,0.5187627668904489,0.2778345687585039,0.5187627668904489
2021-04-26,0.23791948456054887,0.5379619851894698,0.23791948456054887,0.5379619851894698,0.2099570321627572,0.4929314285870406,0.2099570321627572,0.4929314285870406,0.11684564455980886,0.5355102483813253,0.11684564455980886,0.5355102483813253,0.2584659178696681,0.5077319168632132,0.2584659178696681,0.5077319168632132
